code,name,kind,restaurant_count,density
3120189,강남역,발달상권,1120,1426.0283
3120190,강남을지병원,발달상권,635,808.5071
3120191,학동역,발달상권,326,415.0761
3120192,뱅뱅사거리,발달상권,629,800.8677
3120193,도산공원교차로,발달상권,608,774.1296
3120194,언주역(차병원),발달상권,593,755.0311
3120195,성수대교남단,발달상권,744,947.2902
3120196,서울세관,발달상권,463,589.5099
3120197,역삼역,발달상권,1002,1275.786
3120198,구역삼세무서,발달상권,689,877.262
3120199,경복아파트교차로,발달상권,606,771.5832
3120200,학동사거리,발달상권,990,1260.5071
3120201,도곡1동,발달상권,360,458.3662
3120202,압구정로데오역(압구정로데오),발달상권,882,1122.9973
3120203,강남구청역,발달상권,440,560.2254
3120204,르네상스호텔사거리,발달상권,861,1096.2592
3120205,매봉역,발달상권,341,434.1747
3120206,개나리아파트,발달상권,346,440.5409
3120207,선정릉역,발달상권,255,324.6761
3120208,청담사거리(청담동명품거리),발달상권,438,557.6789
3120209,"강남구청(청담역_8번, 강남세무서)",발달상권,178,226.6366
3120210,선릉역,발달상권,866,1102.6254
3120211,도성초등학교,발달상권,666,847.9775
3120212,한티역,발달상권,306,389.6113
3120213,삼성중앙역,발달상권,587,747.3916
3120214,영동대교남단교차로,발달상권,226,287.7521
3120215,포스코사거리,발달상권,995,1266.8733
3120216,경기고교사거리(경기고교앞사거리),발달상권,133,169.3409
3120217,대치사거리,발달상권,530,674.817
3120218,코엑스,발달상권,603,767.7634
3120219,은마아파트,발달상권,294,374.3324
3120220,대치역,발달상권,118,150.2423
3120221,봉은사역,발달상권,269,342.5014
3120222,삼성역,발달상권,507,645.5324
3120223,휘문고교사거리,발달상권,171,217.724
3120224,수서역,발달상권,183,233.0028
3120225,잠실새내역(신천),발달상권,745,948.5635
3120226,석촌고분역,발달상권,427,543.6733
3120227,잠실역,발달상권,488,621.3409
3120228,석촌역(석촌호수),발달상권,525,668.4508
3120229,방이동먹자골목,발달상권,867,1103.8987
3120230,송파사거리(송파역),발달상권,431,548.7662
3120231,가락시장,발달상권,107,136.2366
3120232,송파나루역,발달상권,710,904.0001
3120233,몽촌토성역,발달상권,549,699.0085
3120234,가락시장역,발달상권,485,617.5212
3120235,문정역,발달상권,771,981.6677
3120236,장지역(가든파이브),발달상권,310,394.7043
3120237,경찰병원역,발달상권,535,681.1832
3120238,방이역,발달상권,340,432.9014
3120239,오금역,발달상권,193,245.7352
3120240,개롱역,발달상권,209,266.1071
3120241,거여역,발달상권,226,287.7521
3120242,강동구청역,발달상권,314,399.7972
3120243,천호역,발달상권,676,860.7099
3120244,암사역,발달상권,417,530.9409
3120245,둔촌역,발달상권,501,637.893
3120246,길동역,발달상권,719,915.4592
3120247,굽은다리역,발달상권,324,412.5296
3120248,명일역,발달상권,341,434.1747
3120249,고덕역,발달상권,158,201.1718
3130001,통인시장,전통시장,532,677.3634
3130002,세종마을음식문화거리(금천교시장),전통시장,808,1028.7776
3130004,낙원시장(낙원지하시장(대일상가)),전통시장,1656,2108.4847
3130005,세운상가가동,전통시장,717,912.9128
3130007,광장시장(광장전통시장),전통시장,661,841.6113
3130009,마전교지하쇼핑센터(구 한일상가),전통시장,802,1021.1381
3130010,종로신진시장,전통시장,747,951.1099
3130011,충신시장,전통시장,560,713.0141
3130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",전통시장,763,971.4818
3130013,동대문상가A동,전통시장,736,937.1043
3130014,동문시장,전통시장,706,898.9071
3130015,창신골목시장,전통시장,545,693.9156
3130016,동대문상가B동,전통시장,636,809.7804
3130017,동대문상가C동,전통시장,540,687.5494
3130018,동대문문구완구거리(동대문문구완구시장),전통시장,527,670.9972
3130019,동대문상가D동,전통시장,569,724.4733
3130020,동묘시장(동묘벼룩시장),전통시장,506,644.2592
3130021,신설종합시장,전통시장,431,548.7662
3130022,숭례문수입상가(남대문시장),전통시장,919,1170.1071
3130024,남대문시장(자유상가),전통시장,927,1180.2931
3130025,삼익패션타운(남대문시장),전통시장,856,1089.8931
3130031,청계천공구상가,전통시장,1304,1660.3044
3130032,인현시장,전통시장,1207,1536.8001
3130033,대림상가(청계상가),전통시장,732,932.0113
3130034,필동 골목형상점가,전통시장,606,771.5832
3130035,방산종합시장(방산시장),전통시장,583,742.2987
3130036,중부시장(신중부시장),전통시장,512,651.8986
3130038,"평화시장(통일상가, 동화상가)",전통시장,747,951.1099
3130042,약수시장,전통시장,302,384.5183
3130046,team204(팀204),전통시장,557,709.1944
3130047,테크노상가(엘리시움),전통시장,610,776.6761
3130048,동평화시장,전통시장,561,714.2874
3130049,신당 미래유산 먹거리 골목형상점가,전통시장,623,793.2282
3130050,청평화시장,전통시장,600,763.9437
3130051,동화동 골목형상점가,전통시장,689,877.262
3130052,서울중앙시장(신중앙시장),전통시장,861,1096.2592
3130053,백학시장,전통시장,860,1094.986
3130054,황학동주방가구거리상점가,전통시장,697,887.448
3130055,"황학시장(서울중앙시장, 신중앙시장)",전통시장,793,1009.679
3130056,용산용문시장,전통시장,373,474.9184
3130057,만리시장,전통시장,171,217.724
3130058,이촌종합시장,전통시장,121,154.062
3130059,후암시장,전통시장,382,486.3775
3130060,신흥시장,전통시장,300,381.9719
3130061,이태원시장,전통시장,613,780.4958
3130062,보광시장,전통시장,136,173.1606
3130063,신금호역 골목형상점가,전통시장,123,156.6085
3130064,금남시장,전통시장,303,385.7916
3130065,무학봉상점가,전통시장,506,644.2592
3130066,행당시장상점가,전통시장,624,794.5015
3130067,왕십리도선동상점가,전통시장,621,790.6818
3130068,마장축산물시장,전통시장,122,155.3352
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",전통시장,495,630.2536
3130070,뚝섬역상점가,전통시장,649,826.3325
3130071,성수역 골목형상점가,전통시장,730,929.4649
3130072,성동용답상가시장,전통시장,259,329.769
3130073,뚝도시장,전통시장,453,576.7775
3130074,영동교골목시장,전통시장,515,655.7184
3130075,노룬산시장(노룬산골목시장),전통시장,465,592.0564
3130076,능동로골목시장,전통시장,361,459.6395
3130077,조양시장,전통시장,874,1112.8114
3130078,화양제일골목시장,전통시장,939,1195.5719
3130079,한아름시장,전통시장,986,1255.4142
3130080,자양종합시장(기능상실),전통시장,291,370.5127
3130081,자양골목전통시장(자양골목시장),전통시장,430,547.493
3130082,면곡골목시장,전통시장,201,255.9211
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",전통시장,429,546.2198
3130084,신성시장(신성골목시장),전통시장,272,346.3212
3130085,용두시장,전통시장,277,352.6874
3130086,서울약령시장,전통시장,299,380.6986
3130087,경동광성상가(경동시장),전통시장,506,644.2592
3130088,경동시장,전통시장,524,667.1775
3130089,청량리수산시장,전통시장,548,697.7353
3130090,청량리종합시장,전통시장,629,800.8677
3130091,청량종합도매시장,전통시장,534,679.9099
3130092,청량리농수산물시장,전통시장,607,772.8564
3130093,동서시장,전통시장,626,797.048
3130094,청량리청과물시장,전통시장,570,725.7465
3130095,청량리전통시장,전통시장,541,688.8226
3130096,동부시장,전통시장,327,416.3493
3130097,답십리 건축자재시장,전통시장,324,412.5296
3130098,회기시장,전통시장,612,779.2226
3130099,전농로터리시장,전통시장,252,320.8564
3130100,답십리시장,전통시장,231,294.1183
3130101,답십리현대시장,전통시장,276,351.4141
3130102,이문제일시장,전통시장,148,188.4395
3130103,이경시장,전통시장,185,235.5493
3130104,전곡시장,전통시장,277,352.6874
3130105,장미제일시장(중화동제일시장),전통시장,283,360.3268
3130106,중랑동부시장,전통시장,444,565.3184
3130107,중랑동부시장(중랑교종합상가),전통시장,457,581.8705
3130108,태능엔터피아(태릉시장),전통시장,311,395.9775
3130109,묵1동도깨비시장,전통시장,336,427.8085
3130110,면목골목시장(면목시장),전통시장,425,541.1268
3130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",전통시장,403,513.1155
3130112,사가정시장,전통시장,464,590.7831
3130113,신아타운,전통시장,221,281.3859
3130114,유영시장,전통시장,273,347.5944
3130115,우림골목시장,전통시장,471,599.6958
3130116,동성타워프라자,전통시장,215,273.7465
3130117,정릉시장,전통시장,252,320.8564
3130118,정릉골 골목형상점가,전통시장,218,277.5662
3130119,정릉아리랑시장,전통시장,175,222.8169
3130120,돈암시장(돈암제일시장),전통시장,912,1161.1945
3130121,길음시장,전통시장,240,305.5775
3130122,밤나무골시장,전통시장,294,374.3324
3130123,꿈의숲 장곡 골목형상점가,전통시장,206,262.2873
3130124,번동시장,전통시장,153,194.8057
3130125,장위전통시장,전통시장,174,221.5437
3130126,새석관시장,전통시장,168,213.9042
3130127,석관시장,전통시장,322,409.9831
3130128,돌곶이시장(석관황금시장),전통시장,362,460.9127
3130129,장미원골목시장,전통시장,248,315.7634
3130130,수유북부골목시장,전통시장,202,257.1944
3130131,동북프라자,전통시장,253,322.1296
3130132,삼양골목시장(삼양시장),전통시장,182,231.7296
3130133,우이골목시장(우이시장),전통시장,233,296.6648
3130134,"솔샘시장(미아6,7동골목시장)",전통시장,264,336.1352
3130135,수유중앙골목시장(수유중앙시장),전통시장,735,935.8311
3130136,수유재래시장,전통시장,453,576.7775
3130137,"수유전통시장(수유시장, 수유골목시장)",전통시장,404,514.3888
3130138,수유프라자,전통시장,410,522.0282
3130139,강북종합전통시장(강북종합골목시장),전통시장,907,1154.8283
3130140,숭인시장,전통시장,548,697.7353
3130141,강북북부골목시장,전통시장,359,457.093
3130142,강북북부시장,전통시장,343,436.7212
3130143,방천골목시장,전통시장,553,704.1015
3130144,백운시장,전통시장,109,138.7831
3130145,쌍문역둘리상점가,전통시장,374,476.1916
3130146,쌍문시장(쌍문역골목시장),전통시장,376,478.7381
3130147,쌍문역동측상점가,전통시장,392,499.1099
3130148,방학동도깨비시장,전통시장,333,423.9888
3130149,창동신창시장,전통시장,245,311.9437
3130150,창동골목시장,전통시장,210,267.3803
3130151,신도봉시장,전통시장,352,448.1803
3130152,오!도봉거리 상점가,전통시장,267,339.955
3130153,창동역상점가,전통시장,349,444.3606
3130154,상계주공1단지(가)상가,전통시장,94,119.6845
3130155,시영B상가(중계 그린아파트 B 상가),전통시장,143,182.0733
3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),전통시장,156,198.6254
3130157,상계중앙시장,전통시장,663,844.1578
3130158,상계역전종합상가,전통시장,538,685.0029
3130159,공릉동 도깨비시장,전통시장,665,846.7043
3130160,수일시장,전통시장,123,156.6085
3130161,증산종합시장,전통시장,121,154.062
3130162,증산골목시장,전통시장,324,412.5296
3130163,응암오거리상점가,전통시장,487,620.0677
3130164,역촌중앙시장,전통시장,339,431.6282
3130165,"대림골목시장(대림시장, 양지시장)",전통시장,441,561.4986
3130166,응암시장(신응암시장),전통시장,364,463.4592
3130167,연신내상점가(연빛거리),전통시장,794,1010.9522
3130168,연서시장,전통시장,754,960.0226
3130169,대조시장,전통시장,522,664.631
3130170,제일시장,전통시장,489,622.6141
3130171,불광먹자골목 골목형상점가,전통시장,469,597.1493
3130172,모래내시장(서중시장),전통시장,219,278.8395
3130173,백련시장,전통시장,349,444.3606
3130174,연희사러가,전통시장,395,502.9296
3130175,신촌 상인회(신촌상점가),전통시장,1018,1296.1579
3130176,유진상가,전통시장,406,516.9353
3130177,인왕시장(홍제골목형상점가),전통시장,418,532.2141
3130178,이대 앞 스타트업 상점가,전통시장,462,588.2367
3130179,"이화여대 3,5,7길 상점가",전통시장,462,588.2367
3130180,포방터시장,전통시장,119,151.5155
3130181,아현가구거리상점가,전통시장,237,301.7578
3130182,영천시장,전통시장,220,280.1127
3130183,상암동상점가,전통시장,443,564.0451
3130184,마포농수산물시장,전통시장,37,47.1099
3130185,망원월드컵시장,전통시장,757,963.8423
3130186,망원시장,전통시장,837,1065.7015
3130187,영진시장,전통시장,718,914.186
3130188,합정시장,전통시장,813,1035.1437
3130189,서교시장,전통시장,1345,1712.5072
3130190,홍대소상공인상점가,전통시장,1381,1758.3438
3130191,홍대 걷고싶은 거리,전통시장,1319,1679.403
3130192,동진시장,전통시장,1088,1385.2846
3130193,신수시장,전통시장,234,297.9381
3130194,용강동 상점가,전통시장,369,469.8254
3130195,도화동 상점가,전통시장,700,891.2677
3130196,공덕시장,전통시장,662,842.8846
3130197,마포시장,전통시장,616,784.3156
3130198,아현시장,전통시장,259,329.769
3130199,신월3동 골목시장,전통시장,133,169.3409
3130200,"신월7동 골목시장(약수시장, 우성상가)",전통시장,105,133.6902
3130201,월정로시장,전통시장,403,513.1155
3130202,신영시장,전통시장,412,524.5747
3130203,서서울 골목형상점가,전통시장,459,584.417
3130204,경창시장,전통시장,302,384.5183
3130205,신곡종합시장(신월6동 골목시장),전통시장,285,362.8733
3130206,신정3동 골목시장,전통시장,302,384.5183
3130207,신정1동 골목시장(신정제일시장),전통시장,427,543.6733
3130208,목동깨비시장(목3동시장),전통시장,393,500.3831
3130209,목사랑시장(목4동시장),전통시장,249,317.0366
3130210,목2동시장,전통시장,249,317.0366
3130211,신정2동 골목시장(오목교중앙시장),전통시장,294,374.3324
3130212,공항시장,전통시장,219,278.8395
3130213,방신전통시장,전통시장,355,452.0
3130214,송화벽화시장(송화골목시장),전통시장,305,388.3381
3130215,대원종합시장,전통시장,418,532.2141
3130216,화곡중앙시장,전통시장,383,487.6507
3130217,화곡본동시장,전통시장,386,491.4705
3130218,신월중앙시장,전통시장,301,383.2451
3130219,까치산시장,전통시장,497,632.8001
3130220,등마루시장,전통시장,313,398.524
3130221,"남부골목시장(남부화곡시장, 남부시장)",전통시장,441,561.4986
3130222,오류시장,전통시장,305,388.3381
3130223,고척근린시장,전통시장,257,327.2226
3130224,개봉프라자(고척근린시장),전통시장,239,304.3043
3130225,개봉중앙시장,전통시장,262,333.5888
3130226,고척프라자,전통시장,232,295.3916
3130227,고척골목시장상점가(그라운드 고척),전통시장,239,304.3043
3130228,구로시장,전통시장,515,655.7184
3130229,남구로시장,전통시장,591,752.4846
3130230,가리봉시장,전통시장,653,831.4254
3130231,독산동 우시장,전통시장,375,477.4648
3130232,독산동 맛나는거리상점가(독산동 맛나는거리),전통시장,530,674.817
3130233,남문시장,전통시장,368,468.5522
3130234,푸른터시장(기능상실),전통시장,347,441.8141
3130235,대명여울빛거리시장(대명시장),전통시장,515,655.7184
3130236,비단길현대시장(현대시장),전통시장,421,536.0338
3130237,박미시장(기능상실),전통시장,63,80.2141
3130238,은행나무시장,전통시장,240,305.5775
3130239,양남시장,전통시장,539,686.2761
3130240,영등포유통상가,전통시장,697,887.448
3130241,선유도역 골목형상점가,전통시장,403,513.1155
3130242,대림중앙 골목형상점가,전통시장,556,707.9212
3130243,도림시장,전통시장,186,236.8226
3130244,대림중앙시장,전통시장,554,705.3747
3130245,영일시장,전통시장,511,650.6254
3130246,영등포청과시장(조광시장),전통시장,604,769.0367
3130247,우리시장,전통시장,215,273.7465
3130248,영등포역지하도상점가,전통시장,465,592.0564
3130249,동남상가,전통시장,950,1209.5776
3130250,삼구시장(로타리상가),전통시장,931,1185.386
3130253,영신상가(제일상가),전통시장,958,1219.7635
3130254,남서울상가,전통시장,926,1179.0198
3130255,영등포전통시장,전통시장,804,1023.6846
3130256,신동시장,전통시장,230,292.8451
3130257,영등포시장기계공구상가,전통시장,659,839.0649
3130258,영진시장A동,전통시장,238,303.031
3130259,대신시장,전통시장,260,331.0423
3130260,신대방1동골목상권,전통시장,262,333.5888
3130261,성대전통시장(성대시장),전통시장,365,464.7324
3130262,상도도깨비 골목형상점가,전통시장,271,345.0479
3130263,신노량진시장(기능상실),전통시장,226,287.7521
3130264,상도약수골목형상점가,전통시장,75,95.493
3130265,노량진중앙시장,전통시장,367,467.2789
3130266,만양로상점가,전통시장,378,481.2845
3130267,본동인정시장(기능상실),전통시장,87,110.7718
3130268,상도전통시장,전통시장,198,252.1014
3130269,강남시장(동작구 강남시장),전통시장,248,315.7634
3130270,흑석시장,전통시장,356,453.2733
3130271,남성역골목시장,전통시장,289,367.9662
3130272,사당시장,전통시장,333,423.9888
3130273,남성사계시장(남성시장),전통시장,599,762.6705
3130274,사당1동먹자골목상점가(사당1동먹자골목),전통시장,879,1119.1776
3130275,강남골목시장,전통시장,549,699.0085
3130276,신림중앙시장(조원동 펭귄시장),전통시장,358,455.8198
3130277,조원동 펭귄시장(신림중앙시장),전통시장,344,437.9944
3130278,미성동 도깨비시장 골목형상점가,전통시장,217,276.293
3130279,관악신사시장,전통시장,340,432.9014
3130280,신림종합시장,전통시장,361,459.6395
3130281,우림시장,전통시장,116,147.6958
3130282,난곡 골목형상점가,전통시장,81,103.1324
3130283,신원시장,전통시장,927,1180.2931
3130284,관악종합시장(신원시장),전통시장,792,1008.4057
3130285,서원동상점가,전통시장,1011,1287.2452
3130286,신신림시장(삼성동시장),전통시장,327,416.3493
3130287,삼성동 시장(삼성동시장),전통시장,345,439.2676
3130288,신림현대종합상가,전통시장,244,310.6704
3130289,봉일시장,전통시장,380,483.831
3130290,영림시장,전통시장,544,692.6423
3130291,봉천제일종합시장,전통시장,540,687.5494
3130292,봉천현대시장,전통시장,257,327.2226
3130293,봉천중앙시장,전통시장,545,693.9156
3130294,관악중부시장,전통시장,483,614.9747
3130295,인헌시장(원당종합시장),전통시장,288,366.693
3130296,남부종합시장,전통시장,282,359.0536
3130301,양재시장,전통시장,488,621.3409
3130302,강남시장(강남구 강남시장),전통시장,828,1054.2423
3130303,영동전통시장,전통시장,843,1073.3409
3130304,신사상가,전통시장,41,52.2028
3130305,논현종합시장,전통시장,571,727.0198
3130306,강남언주로,전통시장,813,1035.1437
3130307,도곡시장,전통시장,313,398.524
3130308,청담삼익시장,전통시장,132,168.0676
3130309,은마종합상점가,전통시장,252,320.8564
3130310,강남개포시장,전통시장,94,119.6845
3130311,새마을시장,전통시장,817,1040.2367
3130312,석촌시장,전통시장,402,511.8423
3130313,방이시장,전통시장,461,586.9634
3130314,풍납시장,전통시장,281,357.7803
3130315,문정동 로데오거리 상점가(문정동 로데오거리),전통시장,464,590.7831
3130316,마천시장,전통시장,302,384.5183
3130317,마천중앙시장,전통시장,295,375.6057
3130318,로데오거리상점가,전통시장,741,943.4705
3130319,성내전통시장,전통시장,419,533.4874
3130320,암사종합시장,전통시장,452,575.5043
3130321,장신구 특화거리 상점가,전통시장,346,440.5409
3130322,고분다리전통시장,전통시장,362,460.9127
3130323,둔촌역전통시장,전통시장,492,626.4339
3130324,길동복조리시장,전통시장,485,617.5212
3130325,명일전통시장,전통시장,387,492.7437
3130326,고덕 골목형상점가,전통시장,147,187.1662
3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",전통시장,652,830.1522
