code,name,kind,restaurant_count,density
3001491,이태원 관광특구,관광특구,704,896.3606
3001492,명동 남대문 북창동 다동 무교동 관광특구,관광특구,1164,1482.0508
3001493,동대문패션타운 관광특구,관광특구,533,678.6367
3001494,종로·청계 관광특구,관광특구,568,723.2001
3001495,잠실 관광특구,관광특구,239,304.3043
3001496,강남 마이스 관광특구,관광특구,672,855.617
3110001,이북5도청사,골목상권,45,57.2958
3110002,독립문역 1번,골목상권,57,72.5747
3110003,세검정초등학교,골목상권,77,98.0394
3110004,대신고등학교,골목상권,159,202.4451
3110005,세검정,골목상권,40,50.9296
3110006,부암동주민센터,골목상권,47,59.8423
3110007,사직공원(한국사회과학도서관),골목상권,156,198.6254
3110008,배화여자대학교(박노수미술관),골목상권,378,481.2845
3110009,자하문터널,골목상권,64,81.4873
3110010,평창동서측,골목상권,52,66.2085
3110011,청운초등학교,골목상권,39,49.6563
3110012,성곡미술관,골목상권,660,840.3381
3110013,체부동홍종문가옥,골목상권,684,870.8958
3110014,경복고등학교,골목상권,78,99.3127
3110015,청와대사랑채,골목상권,325,413.8029
3110016,평창동동측,골목상권,26,33.1042
3110017,정독도서관,골목상권,209,266.1071
3110018,중앙고등학교,골목상권,171,217.724
3110019,창덕궁,골목상권,768,977.848
3110020,서울국제고등학교,골목상권,179,227.9099
3110021,성균관대학교,골목상권,575,732.1127
3110022,경신고등학교,골목상권,475,604.7888
3110023,서울대병원,골목상권,554,705.3747
3110024,혜화동주민센터,골목상권,467,594.6029
3110025,충신시장옆,골목상권,480,611.155
3110026,종로5가역 4번,골목상권,636,809.7804
3110027,혜화역 1번,골목상권,443,564.0451
3110028,이화달팽이길,골목상권,260,331.0423
3110029,동대문역 1번,골목상권,297,378.1521
3110030,동대문역 3번,골목상권,496,631.5268
3110031,창신역 1번,골목상권,81,103.1324
3110032,수족관거리,골목상권,582,741.0254
3110033,창신역 4번,골목상권,194,247.0085
3110034,창신1동주민센터,골목상권,530,674.817
3110035,동묘앞역 2번,골목상권,372,473.6451
3110036,동묘앞역 3번,골목상권,468,595.8761
3110037,신설동역 12번,골목상권,386,491.4705
3110038,경향신문사,골목상권,504,641.7127
3110039,회현역 1번,골목상권,602,766.4902
3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,289,367.9662
3110041,남산케이블카,골목상권,222,282.6592
3110042,남산골공원옆,골목상권,137,174.4338
3110043,충무초등학교,골목상권,471,599.6958
3110044,관성묘,골목상권,425,541.1268
3110045,동대문역사문화공원역 5번,골목상권,445,566.5916
3110046,버티고개,골목상권,156,198.6254
3110047,다산성곽길,골목상권,313,398.524
3110048,장충동주민센터,골목상권,380,483.831
3110049,장충단 고개,골목상권,370,471.0986
3110050,약수역 7번,골목상권,283,360.3268
3110051,한양공고앞 교차로,골목상권,518,659.5381
3110052,장충초등학교,골목상권,333,423.9888
3110053,청구역 1번,골목상권,407,518.2085
3110054,청구역 3번,골목상권,343,436.7212
3110055,황학동벼룩시장,골목상권,544,692.6423
3110056,신당역 3번,골목상권,664,845.4311
3110057,황학코아루아파트,골목상권,694,883.6282
3110058,성심여자고등학교,골목상권,107,136.2366
3110059,새남터성지,골목상권,37,47.1099
3110060,효창공원앞역 6번,골목상권,317,403.6169
3110061,효창동주민센터,골목상권,150,190.9859
3110062,한강로동땡땡거리(은행나무길),골목상권,308,392.1578
3110063,효창공원앞역 5번,골목상권,384,488.924
3110064,효창공원앞역 2번,골목상권,309,393.431
3110065,남정초등학교,골목상권,376,478.7381
3110066,서울역 15번,골목상권,277,352.6874
3110067,배문고등학교,골목상권,328,417.6226
3110068,남영역 1번,골목상권,465,592.0564
3110069,숙대입구,골목상권,513,653.1719
3110070,용산세무서,골목상권,284,361.6
3110071,한강미주맨션아파트,골목상권,91,115.8648
3110072,열정도,골목상권,314,399.7972
3110073,삼각지역 3번,골목상권,517,658.2648
3110074,서울역 12번,골목상권,433,551.3127
3110075,숙대입구역 1번,골목상권,596,758.8508
3110076,삼각지역 14번,골목상권,355,452.0
3110077,삼광초등학교,골목상권,321,408.7099
3110078,이촌동점보아파트,골목상권,111,141.3296
3110079,후암동주민센터,골목상권,262,333.5888
3110080,해방촌예술마을,골목상권,265,337.4085
3110081,해방촌 남동측,골목상권,313,398.524
3110082,용산구청,골목상권,658,837.7916
3110083,서빙고역 1번,골목상권,23,29.2845
3110084,경리단길북측,골목상권,292,371.7859
3110085,경리단길남측,골목상권,446,567.8648
3110086,이태원역 북측,골목상권,787,1002.0395
3110087,이태원엔틱가구거리,골목상권,657,836.5184
3110088,오산고등학교,골목상권,128,162.9747
3110089,서빙고동주민센터,골목상권,48,61.1155
3110090,한국폴리텍대학서울정수캠퍼스,골목상권,151,192.2592
3110091,리움미술관,골목상권,464,590.7831
3110092,NH농협은행 보광동지점,골목상권,139,176.9803
3110093,우사단길,골목상권,438,557.6789
3110094,오산중학교,골목상권,110,140.0563
3110095,한강진역 3번,골목상권,294,374.3324
3110096,한남힐사이드아파트,골목상권,45,57.2958
3110097,한남초등학교,골목상권,277,352.6874
3110098,서울독일학교,골목상권,189,240.6423
3110099,유엔빌리지길,골목상권,145,184.6197
3110100,옥수동우편취급국,골목상권,58,73.8479
3110101,옥정중학교,골목상권,139,176.9803
3110102,옥수역 6번,골목상권,155,197.3521
3110103,옥수터널,골목상권,216,275.0197
3110104,신금호역 4번,골목상권,288,366.693
3110105,금동어린이공원,골목상권,297,378.1521
3110106,금북초등학교,골목상권,138,175.7071
3110107,금호사거리,골목상권,247,314.4902
3110108,성동구립금호도서관,골목상권,171,217.724
3110109,금호삼성래미안아파트,골목상권,221,281.3859
3110110,상왕십리역 6번,골목상권,375,477.4648
3110111,대현산장미원,골목상권,84,106.9521
3110112,행당역 2번,골목상권,433,551.3127
3110113,응봉산,골목상권,38,48.3831
3110114,왕십리파출소,골목상권,339,431.6282
3110115,상왕십리역 3번,골목상권,500,636.6198
3110116,청계천박물관,골목상권,154,196.0789
3110117,성동구보건소,골목상권,368,468.5522
3110118,왕십리역 9번,골목상권,528,672.2705
3110119,마장지하차도,골목상권,294,374.3324
3110120,서울숲카페거리,골목상권,394,501.6564
3110121,한양대역 4번,골목상권,335,426.5352
3110122,마장역 2번,골목상권,113,143.8761
3110123,마장역 3번,골목상권,93,118.4113
3110124,뚝섬역교차로,골목상권,519,660.8113
3110125,사근동살곶이상점가,골목상권,116,147.6958
3110126,서울숲역 1번,골목상권,723,920.5522
3110127,성수1가1동주민센터,골목상권,444,565.3184
3110128,성원중학교,골목상권,339,431.6282
3110129,성원어린이공원,골목상권,395,502.9296
3110130,답십리역 6번,골목상권,278,353.9606
3110131,성수동카페거리,골목상권,719,915.4592
3110132,성수2가3동주민센터,골목상권,344,437.9944
3110133,서울교통공사,골목상권,249,317.0366
3110134,성수119안전센터,골목상권,348,443.0874
3110135,성동세무서,골목상권,160,203.7183
3110136,경수초등학교,골목상권,472,600.9691
3110137,성수초등학교,골목상권,336,427.8085
3110138,송정체육공원,골목상권,327,416.3493
3110139,자양4동주민센터,골목상권,294,374.3324
3110140,건대입구역 6번,골목상권,731,930.7381
3110141,건대입구역 1번,골목상권,961,1223.5832
3110142,화양사거리,골목상권,825,1050.4226
3110143,뚝섬유원지역 1번,골목상권,238,303.031
3110144,어린이대공원역 4번,골목상권,766,975.3015
3110145,장안초등학교,골목상권,475,604.7888
3110146,신자초등학교,골목상권,190,241.9155
3110147,능동우편취급국,골목상권,388,494.0169
3110148,어린이대공원역 3번,골목상권,387,492.7437
3110149,세종대학교,골목상권,290,369.2395
3110150,중곡1동 마을마당,골목상권,378,481.2845
3110151,자양한강도서관,골목상권,300,381.9719
3110152,중곡어린이공원,골목상권,310,394.7043
3110153,중곡1동주민센터,골목상권,588,748.6649
3110154,광진정말공원,골목상권,404,514.3888
3110155,광진구청,골목상권,326,415.0761
3110156,군자역 5번,골목상권,387,492.7437
3110157,자양동우체국,골목상권,263,334.862
3110158,중곡3동주민센터,골목상권,283,360.3268
3110159,구의역 4번,골목상권,488,621.3409
3110160,광진경찰서,골목상권,195,248.2817
3110161,중곡역 3번,골목상권,309,393.431
3110162,군자역 4번,골목상권,506,644.2592
3110163,성자초등학교,골목상권,231,294.1183
3110164,아차산역 5번,골목상권,249,317.0366
3110165,국립정신건강센터,골목상권,352,448.1803
3110166,구의1동주민센터,골목상권,504,641.7127
3110167,용마초등학교,골목상권,354,450.7268
3110168,대원고등학교,골목상권,214,272.4733
3110169,성동초등학교,골목상권,165,210.0845
3110170,동대부여고,골목상권,496,631.5268
3110171,중곡4동주민센터,골목상권,231,294.1183
3110172,광진초등학교,골목상권,232,295.3916
3110173,구남초등학교,골목상권,349,444.3606
3110174,아차산역 1번,골목상권,421,536.0338
3110175,푸른동산공원,골목상권,352,448.1803
3110176,해오름공원,골목상권,234,297.9381
3110177,동의초등학교,골목상권,238,303.031
3110178,장로회신학대학교,골목상권,143,182.0733
3110179,광나루역 1번,골목상권,153,194.8057
3110180,광진정보도서관,골목상권,101,128.5972
3110181,신설동역 9번,골목상권,280,356.5071
3110182,용두희망어린이공원,골목상권,294,374.3324
3110183,한국의류시험연구원,골목상권,341,434.1747
3110184,용두사거리,골목상권,332,422.7155
3110185,용두초등학교,골목상권,364,463.4592
3110186,종암초등학교,골목상권,350,445.6338
3110187,제기동역 6번,골목상권,252,320.8564
3110188,용두동신동아아파트,골목상권,136,173.1606
3110189,제기동역 1번,골목상권,236,300.4845
3110190,고대앞사거리,골목상권,494,628.9803
3110191,고려대역 6번,골목상권,239,304.3043
3110192,동의보감타워,골목상권,355,452.0
3110193,고려대역 4번,골목상권,186,236.8226
3110194,홍파초등학교,골목상권,323,411.2564
3110195,동대문구청,골목상권,351,446.9071
3110196,홍릉근린공원,골목상권,155,197.3521
3110197,세종대왕기념관교차로,골목상권,104,132.4169
3110198,동대문중앙새마을금고본점,골목상권,543,691.3691
3110199,홍릉시장,골목상권,382,486.3775
3110200,동대문경찰서,골목상권,333,423.9888
3110201,전농119안전센터,골목상권,264,336.1352
3110202,전농1동주민센터(전농시장),골목상권,309,393.431
3110203,떡전교사거리,골목상권,324,412.5296
3110204,간데메공원,골목상권,193,245.7352
3110205,경희대삼거리,골목상권,537,683.7296
3110206,텃골근린공원,골목상권,220,280.1127
3110207,시립대앞사거리,골목상권,280,356.5071
3110208,시조사삼거리,골목상권,584,743.5719
3110209,답십리 장령당공원,골목상권,177,225.3634
3110210,서울시립대,골목상권,270,343.7747
3110211,전곡마을마당공원,골목상권,259,329.769
3110212,답십리초등학교,골목상권,274,348.8676
3110213,청량초등학교,골목상권,634,807.2339
3110214,경희대후문,골목상권,251,319.5831
3110215,회기역 1번,골목상권,468,595.8761
3110216,전농중학교,골목상권,203,258.4676
3110217,자동차부품상가,골목상권,287,365.4197
3110218,답십리사거리,골목상권,233,296.6648
3110219,삼육보건대학교,골목상권,246,313.2169
3110220,외대앞역 1번,골목상권,325,413.8029
3110221,의릉,골목상권,138,175.7071
3110222,회기역 2번,골목상권,303,385.7916
3110223,군자초등학교,골목상권,399,508.0226
3110224,외대앞역 2번,골목상권,317,403.6169
3110225,촬영소사거리,골목상권,279,355.2338
3110226,장안1동주민센터,골목상권,491,625.1606
3110227,답십리공원,골목상권,279,355.2338
3110228,장안근린공원,골목상권,351,446.9071
3110229,장평중학교,골목상권,343,436.7212
3110230,장안현대홈타운1차아파트,골목상권,464,590.7831
3110231,장안교,골목상권,161,204.9916
3110232,동대부고,골목상권,264,336.1352
3110233,중랑역 1번,골목상권,327,416.3493
3110234,중랑역 4번,골목상권,362,460.9127
3110235,세화어린이공원,골목상권,243,309.3972
3110236,신묵초등학교,골목상권,271,345.0479
3110237,메가박스 상봉,골목상권,393,500.3831
3110238,배꽃어린이공원,골목상권,281,357.7803
3110239,중랑역 2번,골목상권,403,513.1155
3110240,태릉시장 특화거리,골목상권,311,395.9775
3110241,먹골역 5번,골목상권,316,402.3437
3110242,면목5동주민센터,골목상권,175,222.8169
3110243,중랑노인종합복지관,골목상권,327,416.3493
3110244,중화역 4번,골목상권,329,418.8958
3110245,KB국민은행 중화동지점,골목상권,374,476.1916
3110246,월드순복음교회,골목상권,461,586.9634
3110247,먹골역 1번,골목상권,310,394.7043
3110248,먹골파출소,골목상권,327,416.3493
3110249,중화역 1번,골목상권,292,371.7859
3110250,화랑대역 7번,골목상권,287,365.4197
3110251,장안중학교,골목상권,291,370.5127
3110252,장안제일시장,골목상권,200,254.6479
3110253,중곡초등학교,골목상권,217,276.293
3110254,오거리공원,골목상권,212,269.9268
3110255,상봉역 4번,골목상권,369,469.8254
3110256,면목2동체육관,골목상권,324,412.5296
3110257,상봉역 7번,골목상권,353,449.4536
3110258,면동초등학교,골목상권,396,504.2029
3110259,사가정역 1번,골목상권,527,670.9972
3110260,면목역 3번,골목상권,353,449.4536
3110261,사가정역 4번,골목상권,442,562.7719
3110262,상봉역 3번,골목상권,490,623.8874
3110263,면목역 1번,골목상권,555,706.6479
3110264,면목역 2번,골목상권,438,557.6789
3110265,망우역 1번,골목상권,395,502.9296
3110266,면목동우체국,골목상권,446,567.8648
3110267,망우역 2번,골목상권,200,254.6479
3110268,망우3동주민센터,골목상권,348,443.0874
3110269,용마문화복지센터,골목상권,301,383.2451
3110270,혜원여고,골목상권,269,342.5014
3110271,신내역 1번,골목상권,32,40.7437
3110272,신내1동주민센터,골목상권,235,299.2113
3110273,장스여성병원,골목상권,423,538.5803
3110274,서일대학교,골목상권,173,220.2704
3110275,하나은행 망우동지점,골목상권,450,572.9578
3110276,신내IC북측,골목상권,32,40.7437
3110277,러스크서울병원,골목상권,326,415.0761
3110278,망우본동주민센터,골목상권,209,266.1071
3110279,신내역 2번,골목상권,12,15.2789
3110280,북정마을,골목상권,36,45.8366
3110281,길상사,골목상권,30,38.1972
3110282,국민대학교앞,골목상권,65,82.7606
3110283,성북초등학교앞,골목상권,106,134.9634
3110284,정릉북한산국립공원입구,골목상권,35,44.5634
3110285,홍대부중,골목상권,83,105.6789
3110286,한성대입구역 5번,골목상권,295,375.6057
3110287,정릉3동주민센터,골목상권,162,206.2648
3110288,동구여중,골목상권,314,399.7972
3110289,북한산보국문역 2번,골목상권,237,301.7578
3110290,북한산보국문역 1번,골목상권,139,176.9803
3110291,한성대입구역 3번,골목상권,268,341.2282
3110292,정릉역 2번,골목상권,164,208.8113
3110293,삼선중학교,골목상권,410,522.0282
3110294,서경대학교,골목상권,230,292.8451
3110295,정릉우체국,골목상권,244,310.6704
3110296,성신여대입구역 4번,골목상권,735,935.8311
3110297,경동고등학교,골목상권,639,813.6001
3110298,솔숲어린이공원,골목상권,178,226.6366
3110299,정릉역 1번,골목상권,204,259.7409
3110300,삼선동주민센터,골목상권,762,970.2085
3110301,성신여대입구역 7번,골목상권,459,584.417
3110302,보문역 8번,골목상권,197,250.8282
3110303,성신여대입구역 1번,골목상권,566,720.6536
3110304,보문역 4번,골목상권,376,478.7381
3110305,보문역 5번,골목상권,214,272.4733
3110306,미아초등학교,골목상권,145,184.6197
3110307,길음역 7번,골목상권,207,263.5606
3110308,길음역 8번,골목상권,235,299.2113
3110309,대광초등학교,골목상권,269,342.5014
3110310,길음역 10번,골목상권,257,327.2226
3110311,종암아이파크2차후문,골목상권,81,103.1324
3110312,안암역 2번,골목상권,344,437.9944
3110313,안암역 3번,골목상권,422,537.3071
3110314,종암경찰서,골목상권,245,311.9437
3110315,종암아이파크2차,골목상권,215,273.7465
3110316,숭곡초등학교,골목상권,357,454.5465
3110317,종암중학교,골목상권,102,129.8704
3110318,KT월곡지사,골목상권,324,412.5296
3110319,종암동주민센터,골목상권,258,328.4958
3110320,KB국민은행 종암동지점,골목상권,175,222.8169
3110321,동덕여대,골목상권,311,395.9775
3110322,장위1동주민센터,골목상권,83,105.6789
3110323,상월곡역 1번,골목상권,215,273.7465
3110324,월곡역 4번,골목상권,162,206.2648
3110325,장곡초등학교,골목상권,226,287.7521
3110326,장위동성당,골목상권,158,201.1718
3110327,상월곡역 2번,골목상권,102,129.8704
3110328,상월곡역 3번,골목상권,73,92.9465
3110329,우리은행체육관,골목상권,129,164.2479
3110330,돌곶이역 1번,골목상권,228,290.2986
3110331,돌곶이역 8번,골목상권,264,336.1352
3110332,돌곶이역 3번,골목상권,283,360.3268
3110333,돌곶이역 5번,골목상권,304,387.0648
3110334,석관중앙교회,골목상권,272,346.3212
3110335,석계역 7번,골목상권,363,462.186
3110336,석관고등학교,골목상권,249,317.0366
3110337,아카데미하우스,골목상권,105,133.6902
3110338,인수초등학교,골목상권,77,98.0394
3110339,국립4.19민주묘지,골목상권,228,290.2986
3110340,인수중학교,골목상권,121,154.062
3110341,북한산우이역 2번,골목상권,75,95.493
3110342,국립재활원,골목상권,131,166.7944
3110343,무너미어린이공원,골목상권,209,266.1071
3110344,화계중학교,골목상권,96,122.231
3110345,솔밭공원역 2번,골목상권,95,120.9578
3110346,4.19민주묘지역 2번,골목상권,223,283.9324
3110347,구세군강북종합사회복지관,골목상권,75,95.493
3110348,강북문화예술회관,골목상권,167,212.631
3110349,화계역 2번,골목상권,182,231.7296
3110350,가오리역 2번,골목상권,176,224.0902
3110351,수유북부시장옆,골목상권,191,243.1888
3110352,수유1동주민센터,골목상권,142,180.8
3110353,수유동우체국,골목상권,251,319.5831
3110354,삼각산119안전센터,골목상권,228,290.2986
3110355,삼양사거리역 2번,골목상권,291,370.5127
3110356,덕수교,골목상권,193,245.7352
3110357,가오리역 1번,골목상권,297,378.1521
3110358,인수동 우편취급국,골목상권,379,482.5578
3110359,수유시장옆,골목상권,622,791.955
3110360,수유초등학교,골목상권,454,578.0508
3110361,삼양사거리역 1번,골목상권,305,388.3381
3110362,우이천 계성교,골목상권,233,296.6648
3110363,송천동주민센터,골목상권,261,332.3155
3110364,미아역 8번,골목상권,429,546.2198
3110365,미아역 5번,골목상권,391,497.8367
3110366,광산사거리,골목상권,603,767.7634
3110367,강북구청,골목상권,971,1236.3156
3110368,송천초등학교,골목상권,209,266.1071
3110369,성신여대운정그린캠퍼스,골목상권,490,623.8874
3110370,도봉세무서,골목상권,265,337.4085
3110371,삼양입구사거리,골목상권,384,488.924
3110372,강북중학교,골목상권,564,718.1071
3110373,수유역 2번,골목상권,727,925.6451
3110374,송중초등학교,골목상권,209,266.1071
3110375,서울북부고용노동지청,골목상권,148,188.4395
3110376,수송초등학교,골목상권,484,616.2479
3110377,미아사거리역 3번,골목상권,526,669.724
3110378,송중동주민센터,골목상권,456,580.5972
3110379,KTNG 북부지사,골목상권,185,235.5493
3110380,강북문화정보도서관,골목상권,69,87.8535
3110381,번동주공2단지,골목상권,88,112.0451
3110382,솔밭공원역 1번,골목상권,117,148.969
3110383,덕성여대시반거리,골목상권,200,254.6479
3110384,문이교,골목상권,87,110.7718
3110385,효문고등학교,골목상권,55,70.0282
3110386,연산군묘,골목상권,54,68.7549
3110387,쌍문초등학교,골목상권,70,89.1268
3110388,도봉우체국,골목상권,321,408.7099
3110389,한일병원,골목상권,430,547.493
3110390,방학초등학교,골목상권,235,299.2113
3110391,샘말어린이공원,골목상권,95,120.9578
3110392,발바닥공원,골목상권,182,231.7296
3110393,국민은행방학지점,골목상권,277,352.6874
3110394,방학중학교,골목상권,267,339.955
3110395,신한은행 방학동지점,골목상권,390,496.5634
3110396,쌍문역1번(쌍리단길),골목상권,397,505.4761
3110397,도봉산입구,골목상권,42,53.4761
3110398,쌍문2동우체국,골목상권,264,336.1352
3110399,창2동주민센터,골목상권,219,278.8395
3110400,도봉구보건소,골목상권,333,423.9888
3110401,도봉구민회관,골목상권,276,351.4141
3110402,도봉구 정병원,골목상권,383,487.6507
3110403,방학1동주민센터,골목상권,413,525.8479
3110404,신창초등학교,골목상권,202,257.1944
3110405,방학역 1번,골목상권,384,488.924
3110406,도봉산역 1번,골목상권,99,126.0507
3110407,도봉역 2번,골목상권,130,165.5211
3110408,가인초등학교,골목상권,258,328.4958
3110409,창동역 2번,골목상권,281,357.7803
3110410,방학역 2번,골목상권,417,530.9409
3110411,도봉역 3번,골목상권,181,230.4564
3110412,창동중학교,골목상권,30,38.1972
3110413,누원고등학교,골목상권,165,210.0845
3110414,장석교회,골목상권,58,73.8479
3110415,수락산역 4번,골목상권,265,337.4085
3110416,노원초등학교,골목상권,238,303.031
3110417,월계역 3번,골목상권,76,96.7662
3110418,광운대학교 남단,골목상권,118,150.2423
3110419,수락산디자인거리,골목상권,298,379.4254
3110420,광운대역 1번,골목상권,169,215.1775
3110421,석계역 1번,골목상권,301,383.2451
3110422,노원역 9번,골목상권,584,743.5719
3110423,석계역 2번,골목상권,251,319.5831
3110424,상계초등학교,골목상권,687,874.7156
3110425,계상초등학교,골목상권,497,632.8001
3110426,상계2동주민센터,골목상권,553,704.1015
3110427,노원 을지대학교병원,골목상권,137,174.4338
3110428,상계5동주민센터,골목상권,332,422.7155
3110429,공릉동 국수거리,골목상권,422,537.3071
3110430,중계초등학교,골목상권,404,514.3888
3110431,상계역,골목상권,477,607.3353
3110432,대진고등학교,골목상권,166,211.3578
3110433,공릉역 2번,골목상권,700,891.2677
3110434,태릉입구역 4번,골목상권,529,673.5437
3110435,서울과학기술대,골목상권,310,394.7043
3110436,상계제일중학교,골목상권,353,449.4536
3110437,당고개역 2번,골목상권,160,203.7183
3110438,경춘선숲길 우측,골목상권,525,668.4508
3110439,당고개역 5번,골목상권,149,189.7127
3110440,상계3동4동주민센터,골목상권,102,129.8704
3110441,영신여고,골목상권,162,206.2648
3110442,화랑대철도공원,골목상권,53,67.4817
3110443,수색역 1번,골목상권,80,101.8592
3110444,수색성당,골목상권,125,159.1549
3110445,덕산중학교,골목상권,147,187.1662
3110446,내를건너서숲으로도서관,골목상권,52,66.2085
3110447,구산초등학교,골목상권,109,138.7831
3110448,상신초등학교입구,골목상권,104,132.4169
3110449,증산역 3번,골목상권,168,213.9042
3110450,시립서북병원,골목상권,210,267.3803
3110451,증산역 4번,골목상권,336,427.8085
3110452,새절역 3번,골목상권,332,422.7155
3110453,신사1동주민센터,골목상권,312,397.2507
3110454,선정중학교,골목상권,286,364.1465
3110455,역촌노인복지관,골목상권,298,379.4254
3110456,구산보건지소,골목상권,252,320.8564
3110457,예일여고,골목상권,293,373.0592
3110458,선일여고,골목상권,378,481.2845
3110459,응암역 2번,골목상권,340,432.9014
3110460,구산역 4번,골목상권,354,450.7268
3110461,새절역 2번,골목상권,494,628.9803
3110462,갈현건영아파트,골목상권,143,182.0733
3110463,응암3동주민센터,골목상권,483,614.9747
3110464,연신내역 5번,골목상권,705,897.6339
3110465,연신내역 7번,골목상권,689,877.262
3110466,구산역 2번,골목상권,394,501.6564
3110467,은평요양병원,골목상권,216,275.0197
3110468,응암역 3번,골목상권,442,562.7719
3110469,응암정보도서관,골목상권,421,536.0338
3110470,신진과학기술고등학교,골목상권,437,556.4057
3110471,응암동우체국,골목상권,454,578.0508
3110472,연신내역 4번,골목상권,646,822.5127
3110473,구산역 1번,골목상권,318,404.8902
3110474,세명컴퓨터고등학교,골목상권,128,162.9747
3110475,백련산해모로아파트,골목상권,331,421.4423
3110476,역촌역 2번,골목상권,342,435.4479
3110477,은평세무서,골목상권,380,483.831
3110478,응암1동주민센터,골목상권,352,448.1803
3110479,연신내역 2번,골목상권,243,309.3972
3110480,연신내역 3번,골목상권,378,481.2845
3110481,불광역 7번,골목상권,473,602.2423
3110482,연신초등학교,골목상권,93,118.4113
3110483,연천초등학교,골목상권,227,289.0254
3110484,역촌역 3번,골목상권,438,557.6789
3110485,연신내우체국,골목상권,151,192.2592
3110486,은평구청,골목상권,266,338.6817
3110487,불광역 8번,골목상권,467,594.6029
3110488,우리은행응암동지점,골목상권,235,299.2113
3110489,불광역 3번,골목상권,410,522.0282
3110490,녹번동근린공원,골목상권,227,289.0254
3110491,불광중학교,골목상권,27,34.3775
3110492,하나고등학교,골목상권,31,39.4704
3110493,북가좌초등학교,골목상권,100,127.324
3110494,증산3교남측,골목상권,197,250.8282
3110495,북가좌2동주민센터,골목상권,314,399.7972
3110496,모래내우체국,골목상권,234,297.9381
3110497,가좌역 3번,골목상권,200,254.6479
3110498,증산역 1번,골목상권,432,550.0395
3110499,연가초등학교,골목상권,212,269.9268
3110500,남가좌동현대아파트,골목상권,197,250.8282
3110501,연희어린이공원,골목상권,307,390.8845
3110502,남가좌파출소,골목상권,335,426.5352
3110503,명지대학교교회,골목상권,287,365.4197
3110504,명지전문대,골목상권,146,185.893
3110505,홍남교남측,골목상권,175,222.8169
3110506,연희임광아파트,골목상권,866,1102.6254
3110507,명지대학교,골목상권,385,490.1972
3110508,서연중학교,골목상권,321,408.7099
3110509,연희대우아파트앞,골목상권,1077,1371.279
3110510,홍연시장,골목상권,108,137.5099
3110511,연희초등학교,골목상권,320,407.4367
3110512,연희지하차도,골목상권,126,160.4282
3110513,연희파출소,골목상권,190,241.9155
3110514,서대문우체국,골목상권,729,928.1916
3110515,홍은중학교,골목상권,12,15.2789
3110516,정원여중,골목상권,83,105.6789
3110517,서대문소방서,골목상권,70,89.1268
3110518,서대문구청,골목상권,108,137.5099
3110519,서대문구보건소별관,골목상권,70,89.1268
3110520,경의중앙 신촌역,골목상권,964,1227.4029
3110521,홍제역 4번,골목상권,371,472.3719
3110522,홍제역 3번,골목상권,275,350.1409
3110523,홍제성원아파트,골목상권,142,180.8
3110524,연희세브란스병원,골목상권,94,119.6845
3110525,홍은종합사회복지관,골목상권,276,351.4141
3110526,봉원사,골목상권,40,50.9296
3110527,홍제역 2번,골목상권,410,522.0282
3110528,서울여자간호대학교,골목상권,236,300.4845
3110529,홍제3동주민센터,골목상권,283,360.3268
3110530,아현역 1번,골목상권,232,295.3916
3110531,홍지문,골목상권,37,47.1099
3110532,아현역 2번,골목상권,235,299.2113
3110533,충정로역 7번,골목상권,290,369.2395
3110534,경기대학교,골목상권,265,337.4085
3110535,영천시장입구,골목상권,242,308.124
3110536,돈의문센트레빌아파트입구,골목상권,434,552.586
3110537,충정로현대아파트,골목상권,522,664.631
3110538,충정로역 3번,골목상권,470,598.4226
3110539,미근동,골목상권,586,746.1184
3110540,망원나들목체육관,골목상권,290,369.2395
3110541,동교초등학교,골목상권,459,584.417
3110542,마포구청역 7번,골목상권,342,435.4479
3110543,중암중학교,골목상권,93,118.4113
3110544,망리단길,골목상권,799,1017.3184
3110545,마포구청역 1번,골목상권,215,273.7465
3110546,양화대교북단,골목상권,368,468.5522
3110547,KB국민은행 망원동지점,골목상권,596,758.8508
3110548,마포구청역 4번,골목상권,309,393.431
3110549,새터산,골목상권,194,247.0085
3110550,합정역 8번,골목상권,670,853.0705
3110551,성서초등학교,골목상권,515,655.7184
3110552,성미산체육관,골목상권,140,178.2535
3110553,가좌역 2번,골목상권,223,283.9324
3110554,망원역 1번,골목상권,631,803.4142
3110555,홍익지구대,골목상권,763,971.4818
3110556,절두산순교성지,골목상권,248,315.7634
3110557,홍대부속여중고앞,골목상권,441,561.4986
3110558,경성고등학교,골목상권,236,300.4845
3110559,성산중학교,골목상권,949,1208.3043
3110560,마포FM,골목상권,548,697.7353
3110561,상수역 4번,골목상권,931,1185.386
3110562,연트럴파크(연남동주민센터),골목상권,1066,1357.2734
3110563,상수역 3번,골목상권,431,548.7662
3110564,홍대입구역 3번,골목상권,1343,1709.9607
3110565,홍익대,골목상권,880,1120.4508
3110566,경의선책거리,골목상권,977,1243.955
3110567,광흥창역 6번,골목상권,172,218.9972
3110568,광흥창역 1번,골목상권,178,226.6366
3110569,홍대땡땡거리,골목상권,872,1110.2649
3110570,KB국민은행 서강지점,골목상권,171,217.724
3110571,신수동주민센터,골목상권,314,399.7972
3110572,서강대역 1번,골목상권,300,381.9719
3110573,신촌역 6번,골목상권,542,690.0958
3110574,서강대학교,골목상권,370,471.0986
