code,name,kind,signgu,adstrd,x,y,area_m2
3110768,도림2동유수지내체육시설,골목상권,영등포구,도림동,190898.0,445288.0,51407.0
3110769,대림차이나타운(대림역 12번),골목상권,영등포구,대림2동,190902.0,443500.0,35768.0
3110770,영등포구청역 6번,골목상권,영등포구,당산1동,190958.0,447050.0,47293.0
3110771,대림역 11번,골목상권,영등포구,대림2동,191056.0,443667.0,24375.0
3110772,신우어린이공원,골목상권,영등포구,대림3동,191051.0,444852.0,40126.0
3110773,당산역 13번,골목상권,영등포구,양평2동,191087.0,448516.0,9756.0
3110774,당산반도유보라팰리스아파트,골목상권,영등포구,당산2동,191142.0,447658.0,35052.0
3110775,대동초등학교,골목상권,영등포구,대림2동,191264.0,443608.0,35075.0
3110776,도신초등학교,골목상권,영등포구,대림3동,191374.0,444236.0,113740.0
3110777,구로세무서,골목상권,영등포구,문래동,191290.0,446070.0,45358.0
3110778,구로디지털단지역 4번,골목상권,영등포구,대림2동,191373.0,443246.0,204978.0
3110779,대림갑을명가아파트,골목상권,영등포구,대림1동,191416.0,444092.0,13131.0
3110780,신길대성유니드아파트,골목상권,영등포구,신길5동,191436.0,444742.0,87225.0
3110781,대림한신아파트,골목상권,영등포구,대림1동,191471.0,443882.0,84160.0
3110782,영등포시장역 4번,골목상권,영등포구,영등포동,191491.0,446960.0,30037.0
3110783,영등포시장역 1번,골목상권,영등포구,영등포동,191527.0,447259.0,49012.0
3110784,신대림초등학교,골목상권,영등포구,대림1동,191504.0,443609.0,37357.0
3110785,영등포푸르지오아파트,골목상권,영등포구,도림동,191520.0,445527.0,109702.0
3110786,당산역 8번,골목상권,영등포구,당산2동,191584.0,448284.0,54674.0
3110787,신길3동주민센터,골목상권,영등포구,신길3동,191661.0,445257.0,95882.0
3110788,영등포시장역 3번,골목상권,영등포구,영등포동,191702.0,446987.0,10464.0
3110789,대림성모병원,골목상권,영등포구,대림1동,191713.0,443474.0,86491.0
3110790,대림1동주민센터,골목상권,영등포구,신길5동,191730.0,444244.0,115306.0
3110791,신풍역 3번,골목상권,영등포구,신길5동,191799.0,444488.0,21697.0
3110792,영등포역 2번,골목상권,영등포구,도림동,191832.0,445827.0,129915.0
3110793,대림썬프라자,골목상권,영등포구,대림1동,191840.0,444066.0,9883.0
3110794,영동초등학교,골목상권,영등포구,당산2동,191894.0,447582.0,81298.0
3110795,도림초등학교,골목상권,영등포구,신길3동,191968.0,445494.0,68722.0
3110796,한림대학교한강성심병원,골목상권,영등포구,영등포동,191951.0,447139.0,24293.0
3110797,KT대방빌딩,골목상권,영등포구,신길6동,191953.0,444056.0,8947.0
3110798,신풍역 2번,골목상권,영등포구,신길6동,191968.0,444354.0,21568.0
3110799,영등포본동주민센터,골목상권,영등포구,영등포본동,192045.0,445993.0,29319.0
3110800,영등포동성당,골목상권,영등포구,영등포동,192062.0,446868.0,33962.0
3110801,신풍역 6번(신길6동공영주차장),골목상권,영등포구,신길6동,192138.0,444787.0,14185.0
3110802,신길동홍어거리,골목상권,영등포구,신길4동,192263.0,445659.0,44973.0
3110803,신길2동우편취급국,골목상권,영등포구,영등포본동,192220.0,445910.0,97248.0
3110804,신풍역 1번,골목상권,영등포구,신길6동,192291.0,444455.0,83571.0
3110805,신길새마을금고신길4동지점,골목상권,영등포구,신길4동,192281.0,445152.0,27917.0
3110806,서울시립영등포장애인복지관,골목상권,영등포구,영등포동,192318.0,446855.0,14104.0
3110807,신길역 3번,골목상권,영등포구,영등포동,192385.0,446482.0,44675.0
3110808,신길역 1번,골목상권,영등포구,영등포본동,192419.0,446351.0,31907.0
3110809,장훈고등학교,골목상권,영등포구,영등포본동,192541.0,445881.0,31824.0
3110810,영신초등학교,골목상권,영등포구,신길1동,192632.0,445721.0,117632.0
3110811,보라매역 4번,골목상권,영등포구,신길6동,192689.0,444412.0,44661.0
3110812,신길6동주민센터,골목상권,영등포구,신길6동,192681.0,444264.0,59185.0
3110813,보라매역 6번,골목상권,영등포구,신길6동,192848.0,444620.0,100264.0
3110814,서울지방병무청,골목상권,영등포구,신길7동,193077.0,445339.0,141531.0
3110815,공군호텔,골목상권,영등포구,신길1동,193118.0,445802.0,182950.0
3110816,대방역 6번,골목상권,영등포구,신길1동,193249.0,446149.0,92336.0
3110817,대방역 4번,골목상권,영등포구,신길1동,193183.0,446027.0,51645.0
3110818,신대방역 3번,골목상권,동작구,신대방1동,192054.0,443037.0,49264.0
3110819,신대방역 4번,골목상권,동작구,신대방1동,192134.0,443262.0,181264.0
3110820,성남고등학교,골목상권,동작구,대방동,193252.0,444990.0,100016.0
3110821,보라매역 2번,골목상권,동작구,신대방2동,193222.0,444165.0,128484.0
3110822,신대방삼거리역 4번(대림초등학교),골목상권,동작구,대방동,193481.0,444719.0,91041.0
3110823,신대방삼거리역 3번,골목상권,동작구,신대방2동,193495.0,443992.0,88509.0
3110824,대방역 3번,골목상권,동작구,대방동,193544.0,445834.0,46862.0
3110825,신대방삼거리역 1번,골목상권,동작구,상도3동,193977.0,444086.0,182490.0
3110826,장승배기역 4번,골목상권,동작구,상도2동,194212.0,444888.0,115676.0
3110827,NH농협은행 상도동지점,골목상권,동작구,상도4동,194245.0,444648.0,68956.0
3110828,노량진역 6번,골목상권,동작구,노량진2동,194358.0,445728.0,236972.0
3110829,장승배기역 5번,골목상권,동작구,노량진2동,194538.0,445369.0,92311.0
3110830,상도초등학교,골목상권,동작구,상도4동,194593.0,444510.0,126620.0
3110831,상도4동주민센터,골목상권,동작구,상도4동,194748.0,444356.0,56494.0
3110832,노량진초등학교,골목상권,동작구,노량진1동,194858.0,445646.0,100857.0
3110833,상도역 2번,골목상권,동작구,상도2동,195157.0,444896.0,54544.0
3110834,동작구자원봉사센터,골목상권,동작구,노량진1동,195216.0,445472.0,33607.0
3110835,상도역 1번,골목상권,동작구,상도1동,195387.0,444723.0,39906.0
3110836,상도역 5번,골목상권,동작구,상도1동,195705.0,444812.0,239852.0
3110837,숭실대입구역 1번,골목상권,동작구,상도1동,195884.0,443947.0,148274.0
3110838,상도1동주민센터앞,골목상권,동작구,상도1동,195911.0,444210.0,13134.0
3110839,숭실대입구역 4번,골목상권,동작구,상도1동,196190.0,443894.0,68786.0
3110840,중앙대학교,골목상권,동작구,흑석동,196335.0,445395.0,107472.0
3110841,중대부중,골목상권,동작구,흑석동,196769.0,445000.0,60861.0
3110842,흑리단길,골목상권,동작구,흑석동,196906.0,445314.0,29278.0
3110843,사당5동주민센터,골목상권,동작구,사당5동,197095.0,442986.0,42412.0
3110844,흑석2치안센터,골목상권,동작구,흑석동,197209.0,445122.0,25007.0
3110845,사당종합체육관,골목상권,동작구,사당3동,197367.0,443492.0,33058.0
3110846,남성역 1번,골목상권,동작구,사당4동,197550.0,442407.0,212396.0
3110847,예술인마을,골목상권,동작구,사당1동,197545.0,441956.0,104588.0
3110848,양지어린이공원,골목상권,동작구,사당1동,197855.0,442468.0,116036.0
3110849,이수역 10번,골목상권,동작구,사당3동,197978.0,442939.0,119168.0
3110850,사당역 10번,골목상권,동작구,사당1동,198068.0,442220.0,202958.0
3110851,경문고등학교(동작동성당),골목상권,동작구,사당2동,198202.0,443594.0,115412.0
3110852,이수역 9번,골목상권,동작구,사당1동,198205.0,442660.0,44183.0
3110853,KT구로지사,골목상권,관악구,조원동,191353.0,442391.0,80033.0
3110854,조원동주민센터,골목상권,관악구,조원동,191838.0,442556.0,47109.0
3110855,신대방역 2번,골목상권,관악구,조원동,192238.0,442777.0,155155.0
3110856,미성초등학교,골목상권,관악구,미성동,192319.0,442269.0,127503.0
3110857,미성동주민센터,골목상권,관악구,미성동,192423.0,441763.0,113505.0
3110858,신대방역 1번,골목상권,관악구,신사동,192456.0,443061.0,23709.0
3110859,난향초등학교,골목상권,관악구,난향동,192625.0,440416.0,77274.0
3110860,호림박물관(성보고등학교),골목상권,관악구,미성동,192858.0,442483.0,69058.0
3110861,관악구신사동주민센터,골목상권,관악구,신사동,192729.0,442721.0,200822.0
3110862,난곡초등학교(난곡동벽화마을),골목상권,관악구,난곡동,192771.0,441384.0,58047.0
3110863,난우초등학교,골목상권,관악구,미성동,192760.0,441872.0,109345.0
3110864,신림우방아파트,골목상권,관악구,신사동,192874.0,443085.0,106563.0
3110865,남강고등학교(남강중학교),골목상권,관악구,난곡동,193005.0,441570.0,181632.0
3110866,난우중학교,골목상권,관악구,난곡동,193145.0,441089.0,139406.0
3110867,국제신학대학원대학교(남서울중학교),골목상권,관악구,신원동,193263.0,442535.0,95938.0
3110868,남부초등학교,골목상권,관악구,신사동,193212.0,442810.0,87679.0
3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",골목상권,관악구,신림동,193410.0,443070.0,194701.0
3110870,신림주공2단지(광신고등학교),골목상권,관악구,삼성동,193495.0,440449.0,26565.0
3110871,신원동주민센터,골목상권,관악구,신원동,193568.0,442344.0,49950.0
3110872,신림초등학교,골목상권,관악구,신원동,193607.0,442092.0,53857.0
3110873,당곡중학교,골목상권,관악구,보라매동,193763.0,443532.0,132683.0
3110874,원신초등학교(구세군관악영문교회),골목상권,관악구,삼성동,193872.0,440965.0,110847.0
3110875,보라매동주민센터(당곡고등학교),골목상권,관악구,보라매동,194004.0,443276.0,62226.0
3110876,서원동주민센터(신관중학교),골목상권,관악구,서원동,194029.0,442218.0,59122.0
3110877,신림역 8번,골목상권,관악구,신림동,194080.0,442990.0,103978.0
3110878,미림여고,골목상권,관악구,삼성동,194051.0,440617.0,45308.0
3110879,신림현대아파트,골목상권,관악구,삼성동,194114.0,441623.0,51568.0
3110880,신림역 1번,골목상권,관악구,서원동,194115.0,442727.0,38288.0
3110881,구립대학경로당(관악산샘말공원),골목상권,관악구,대학동,194358.0,440921.0,234224.0
3110882,신성초등학교,골목상권,관악구,서림동,194361.0,441512.0,147004.0
3110883,은천초등학교(은천교앞),골목상권,관악구,보라매동,194431.0,443088.0,111515.0
3110884,봉천역 4번(봉천110안전센터),골목상권,관악구,은천동,194626.0,442864.0,43849.0
3110885,영락고등학교,골목상권,관악구,서림동,194629.0,441770.0,138911.0
3110886,관악해태어린이공원,골목상권,관악구,서림동,194687.0,441400.0,78673.0
3110887,서울산업정보학교(서울삼성초등학교),골목상권,관악구,대학동,194840.0,441125.0,56397.0
3110888,청룡동주민센터,골목상권,관악구,청룡동,195012.0,442181.0,38688.0
3110889,봉천역 6번,골목상권,관악구,은천동,195155.0,442768.0,42797.0
3110890,봉천역 1번(관악초등학교),골목상권,관악구,청룡동,195190.0,442296.0,53715.0
3110891,구암초등학교,골목상권,관악구,성현동,195414.0,443215.0,40509.0
3110892,관악구 중앙길,골목상권,관악구,중앙동,195677.0,442761.0,259916.0
3110893,관악소방서(문영여고),골목상권,관악구,청룡동,195802.0,441665.0,16048.0
3110894,관악동부센트레빌아파트(은천로35라길),골목상권,관악구,성현동,195881.0,443185.0,30920.0
3110895,샤로수길,골목상권,관악구,낙성대동,196117.0,441883.0,315417.0
3110896,관악우성아파트,골목상권,관악구,행운동,196226.0,442968.0,23731.0
3110897,서울대입구역 8번,골목상권,관악구,행운동,196233.0,442468.0,115911.0
3110898,청림동주민센터(상도중학교),골목상권,관악구,청림동,196323.0,443504.0,57942.0
3110899,낙성대역 5번(관악중학교),골목상권,관악구,행운동,196737.0,442198.0,73363.0
3110900,낙성대역 1번(관악구민 종합체육센터),골목상권,관악구,인헌동,196764.0,441656.0,111817.0
3110901,인헌고등학교(인헌중학교),골목상권,관악구,인헌동,197183.0,441216.0,92180.0
3110902,사당역 4번,골목상권,관악구,남현동,198001.0,441642.0,250733.0
3110903,방배아이파크아파트,골목상권,서초구,방배본동,198645.0,443636.0,92803.0
3110904,이수역 5번,골목상권,서초구,방배2동,198658.0,442868.0,47127.0
3110905,방배노인종합복지관(이수중학교),골목상권,서초구,방배2동,198767.0,442486.0,76869.0
3110906,서문여고,골목상권,서초구,방배4동,198789.0,443409.0,37319.0
3110907,방배초등학교,골목상권,서초구,방배4동,198700.0,443064.0,103888.0
3110908,구반포역,골목상권,서초구,반포본동,198833.0,444737.0,28724.0
3110909,남태령역(서울전자고등학교),골목상권,서초구,방배2동,199023.0,440767.0,73654.0
3110910,내방역 5번,골목상권,서초구,방배4동,199070.0,443205.0,60073.0
3110911,방배배수지체육공원,골목상권,서초구,방배3동,199100.0,441477.0,282743.0
3110912,방배동사이길,골목상권,서초구,방배본동,199133.0,443860.0,26478.0
3110913,방현초등학교(방배119안전센터),골목상권,서초구,방배3동,198951.0,441910.0,148771.0
3110914,내방역 6번,골목상권,서초구,방배4동,199218.0,443346.0,16286.0
3110915,서래초등학교,골목상권,서초구,방배본동,199372.0,443950.0,76657.0
3110916,내방역 4번,골목상권,서초구,방배1동,199314.0,442867.0,103116.0
3110917,서초소방서,골목상권,서초구,반포4동,199357.0,444216.0,48294.0
3110918,방배역 3번,골목상권,서초구,방배1동,199432.0,442516.0,62846.0
3110919,내방역 8번,골목상권,서초구,방배4동,199552.0,443466.0,88173.0
3110920,방배역 2번(백석예술대학교),골목상권,서초구,방배3동,199665.0,442337.0,15874.0
3110921,서울프랑스학교,골목상권,서초구,반포4동,199704.0,444220.0,35625.0
3110922,내방역 1번,골목상권,서초구,방배1동,199733.0,442978.0,62116.0
3110923,방배역 1번,골목상권,서초구,방배3동,199982.0,442335.0,14707.0
3110924,반포4동주민센터(몽마르뜨공원),골목상권,서초구,반포4동,200061.0,444151.0,75392.0
3110925,서초중학교,골목상권,서초구,서초3동,200617.0,443038.0,71878.0
3110926,신중초등학교,골목상권,서초구,서초3동,200709.0,442463.0,98883.0
3110927,잠원역,골목상권,서초구,잠원동,200988.0,445925.0,60236.0
3110928,서초우방유쉘아파트,골목상권,서초구,서초3동,201045.0,443283.0,22283.0
3110929,남부터미널역 1번,골목상권,서초구,서초1동,201821.0,443233.0,186714.0
3110930,서초동성당,골목상권,서초구,서초1동,201869.0,443675.0,98532.0
3110931,삼성전자서울R&D(서울우면초등학교),골목상권,서초구,양재1동,201846.0,440746.0,44205.0
3110932,서울시인재개발원,골목상권,서초구,서초1동,202047.0,442729.0,40038.0
3110933,한국상담대학원대학교,골목상권,서초구,서초1동,202095.0,443011.0,24916.0
3110934,우면주공아파트,골목상권,서초구,양재1동,202315.0,441057.0,80617.0
3110935,한전아트센터,골목상권,서초구,서초2동,202358.0,442988.0,32304.0
3110936,더케이호텔(양재리본타워2단지아파트),골목상권,서초구,양재2동,203096.0,440710.0,43233.0
3110937,방아다리근린공원(횃불트리니티신학대학원대학교),골목상권,서초구,양재1동,203216.0,442094.0,40444.0
3110938,바우뫼공원,골목상권,서초구,양재1동,203215.0,441748.0,38156.0
3110939,양재역 8번(양재동우체국),골목상권,서초구,양재1동,203504.0,442512.0,218114.0
3110940,양재근린공원(양재2동주민센터),골목상권,서초구,양재2동,203594.0,441388.0,32454.0
3110941,언남고등학교,골목상권,서초구,양재2동,203702.0,441596.0,23167.0
3110942,염곡동 구룡사(포이동성당),골목상권,서초구,양재2동,204060.0,441129.0,252432.0
3110943,법제교육센터(버들어린이공원),골목상권,서초구,양재2동,204103.0,441561.0,57521.0
3110944,서울나래학교(염곡어린이공원),골목상권,서초구,내곡동,204555.0,440360.0,70228.0
3110945,본마을노인복지센터(서초구립내곡도서관),골목상권,서초구,내곡동,204653.0,439500.0,104024.0
3110946,청계산원터골,골목상권,서초구,양재2동,204990.0,438236.0,17189.0
3110947,청계산입구역 2번(내곡동주민센터),골목상권,서초구,내곡동,205203.0,438567.0,84941.0
3110948,헌인가구단지,골목상권,서초구,내곡동,207939.0,439987.0,198674.0
3110949,한남IC,골목상권,강남구,신사동,201701.0,446824.0,62126.0
3110950,논현역 7번,골목상권,강남구,논현1동,202115.0,446018.0,46164.0
3110951,신사은행나무공원,골목상권,강남구,신사동,202237.0,446807.0,29000.0
3110952,논현목련공원,골목상권,강남구,논현1동,202337.0,445761.0,21629.0
3110953,학동근린공원,골목상권,강남구,논현1동,202401.0,446272.0,92947.0
3110954,국기원,골목상권,강남구,역삼1동,202530.0,444776.0,39799.0
3110955,논현초등학교,골목상권,강남구,논현1동,202603.0,445503.0,190913.0
3110956,언주역 8번,골목상권,강남구,역삼1동,202762.0,445017.0,71587.0
3110957,언북중학교,골목상권,강남구,논현2동,202797.0,446468.0,94815.0
3110958,역삼역 4번,골목상권,강남구,역삼1동,202887.0,444846.0,73119.0
3110959,신구중학교,골목상권,강남구,압구정동,202859.0,447326.0,35960.0
3110960,은광여고,골목상권,강남구,도곡1동,203027.0,443113.0,25543.0
3110961,언주역 3번,골목상권,강남구,논현2동,203028.0,445716.0,63031.0
3110962,도산공원북측,골목상권,강남구,압구정동,203103.0,447371.0,10044.0
3110963,역삼월드메르디앙아파트,골목상권,강남구,역삼1동,203282.0,443673.0,40391.0
3110964,싸리고개근린공원,골목상권,강남구,도곡1동,203329.0,443418.0,21894.0
3110965,언주역 6번,골목상권,강남구,역삼1동,203346.0,445193.0,65108.0
3110966,논현2동주민센터,골목상권,강남구,논현2동,203386.0,446575.0,93545.0
3110967,역삼역 8번,골목상권,강남구,역삼1동,203374.0,445011.0,68672.0
3110968,강남구청역 2번,골목상권,강남구,논현2동,203552.0,446131.0,43750.0
3110969,베르사이유1아파트,골목상권,강남구,역삼2동,203564.0,444383.0,55302.0
3110970,학동초등학교,골목상권,강남구,논현2동,203644.0,445789.0,50014.0
3110971,선정릉역 4번,골목상권,강남구,역삼1동,203791.0,445313.0,133222.0
3110972,강남세브란스병원미래의학연구센터,골목상권,강남구,역삼2동,203759.0,443901.0,46603.0
3110973,강남구청역 4번,골목상권,강남구,청담동,203850.0,446594.0,66136.0
3110974,언주중학교,골목상권,강남구,삼성2동,203972.0,446014.0,35151.0
3110975,매봉역 1번,골목상권,강남구,도곡1동,203984.0,443063.0,52363.0
3110976,언북초등학교,골목상권,강남구,청담동,204115.0,446924.0,55724.0
3110977,논현로18길,골목상권,강남구,개포4동,204154.0,442000.0,17288.0
3110978,도곡2동주민센터(대치중학교),골목상권,강남구,도곡2동,204135.0,442692.0,14234.0
3110979,청담초등학교,골목상권,강남구,청담동,204205.0,447539.0,63403.0
3110980,개포지구대옆,골목상권,강남구,개포4동,204236.0,442346.0,85828.0
3110981,국악고교사거리,골목상권,강남구,개포4동,204328.0,441797.0,67409.0
3110982,강남구보훈회관,골목상권,강남구,삼성2동,204400.0,446173.0,19865.0
3110983,국립국악고등학교,골목상권,강남구,개포4동,204448.0,442053.0,56042.0
3110984,포이초등학교(개포목련어린이공원),골목상권,강남구,개포4동,204610.0,441598.0,137098.0
3110985,청담근린공원,골목상권,강남구,청담동,204605.0,447083.0,43265.0
3110986,삼성중앙역 7번,골목상권,강남구,삼성2동,204629.0,445676.0,15944.0
3110987,영동대교남단,골목상권,강남구,청담동,204745.0,447403.0,31393.0
3110988,청담역 3번,골목상권,강남구,삼성1동,204796.0,446536.0,79185.0
3110989,대치동아우편취급국,골목상권,강남구,대치4동,204819.0,444825.0,40587.0
3110990,청담역 12번,골목상권,강남구,청담동,204869.0,446787.0,10107.0
3110991,삼성중앙역 5번,골목상권,강남구,삼성1동,204965.0,445889.0,26622.0
3110992,도곡초등학교,골목상권,강남구,대치4동,205007.0,444509.0,138866.0
3110993,개포지하차도 북측,골목상권,강남구,개포1동,205172.0,442045.0,37865.0
3110994,개포고등학교,골목상권,강남구,개포2동,205433.0,442662.0,61589.0
3110995,봉은사역 4번,골목상권,강남구,삼성1동,205554.0,446410.0,122757.0
3110996,대치2동주민센터,골목상권,강남구,대치2동,205656.0,444713.0,112841.0
3110997,대청초등학교,골목상권,강남구,일원1동,207481.0,443569.0,236964.0
3110998,은곡마을(은곡마을공원),골목상권,강남구,세곡동,208665.0,440810.0,116896.0
3110999,윗방죽마을공원,골목상권,강남구,세곡동,209190.0,441356.0,239797.0
3111000,대왕초등학교(세곡동사거리서남측),골목상권,강남구,세곡동,209464.0,440465.0,52892.0
3111001,아래방죽마을공원(율현초등학교),골목상권,강남구,세곡동,209611.0,441303.0,159591.0
3111002,한국교통안전공단 강남자동차검사소,골목상권,강남구,세곡동,210568.0,441126.0,59241.0
3111003,삼전역 4번,골목상권,송파구,잠실본동,207293.0,444982.0,272855.0
3111004,삼전역 1번,골목상권,송파구,잠실본동,207529.0,445253.0,245561.0
3111005,삼전역 3번,골목상권,송파구,삼전동,207842.0,444670.0,193689.0
3111006,석촌고분역 1번,골목상권,송파구,삼전동,208309.0,445053.0,182032.0
3111007,석촌고분역 4번,골목상권,송파구,삼전동,208301.0,444502.0,163064.0
3111008,석촌고분역 3번,골목상권,송파구,석촌동,208871.0,444507.0,104883.0
3111009,송파책박물관,골목상권,송파구,석촌동,208954.0,444377.0,34040.0
3111010,석촌역 7번,골목상권,송파구,석촌동,208985.0,445109.0,200178.0
3111011,잠실나루역,골목상권,송파구,잠실4동,209225.0,446847.0,25839.0
3111012,석촌역 6번,골목상권,송파구,석촌동,209339.0,444753.0,120754.0
3111013,송파나루역 1번(송리단길),골목상권,송파구,송파1동,209567.0,445551.0,191523.0
3111014,송파나루역 2번,골목상권,송파구,방이2동,209833.0,445902.0,72714.0
3111015,석촌역 3번,골목상권,송파구,송파1동,209895.0,445180.0,226584.0
3111016,송파역 2번,골목상권,송파구,송파2동,210199.0,444586.0,99527.0
3111017,송파나루역 3번,골목상권,송파구,방이2동,210209.0,445524.0,32806.0
3111018,풍납초등학교(풍납백제문화공원),골목상권,송파구,풍납1동,210296.0,448588.0,27101.0
3111019,한성백제역 3번,골목상권,송파구,방이2동,210404.0,446016.0,182798.0
3111020,방이동고분군(방산고등학교),골목상권,송파구,방이1동,210664.0,445286.0,28997.0
3111021,방이역 4번,골목상권,송파구,방이1동,210857.0,445756.0,324278.0
3111022,석촌중학교(방이육교),골목상권,송파구,가락본동,211018.0,444834.0,80535.0
3111023,문정역 1번,골목상권,송파구,문정1동,210889.0,443165.0,61838.0
3111024,경찰병원역 4번(건너말공원),골목상권,송파구,가락본동,210919.0,443695.0,34910.0
3111025,경찰병원역 3번,골목상권,송파구,가락2동,211131.0,443863.0,59147.0
3111026,문정역 2번,골목상권,송파구,문정1동,211145.0,442739.0,123212.0
3111027,문정초등학교,골목상권,송파구,문정1동,211186.0,443249.0,124929.0
3111028,문현중학교(장지역 1번),골목상권,송파구,장지동,211262.0,442494.0,53688.0
3111029,오금역 4번,골목상권,송파구,가락2동,211264.0,444277.0,43089.0
3111030,방이역 2번,골목상권,송파구,오금동,211448.0,445215.0,50911.0
3111031,장지동주민센터(한림연예예술고교),골목상권,송파구,장지동,211550.0,442964.0,83345.0
3111032,방이역 1번,골목상권,송파구,오금동,211513.0,445488.0,77913.0
3111033,문정동성당,골목상권,송파구,장지동,211788.0,443156.0,23375.0
3111034,오동나무공원(송파레미니스1단지),골목상권,송파구,오금동,211895.0,445248.0,139482.0
3111035,오금공원(오주중학교),골목상권,송파구,오금동,211906.0,444832.0,95041.0
3111036,투구봉어린이공원,골목상권,송파구,가락2동,212118.0,443829.0,31938.0
3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),골목상권,송파구,오금동,212170.0,445014.0,27617.0
3111038,보인중학교,골목상권,송파구,오금동,212297.0,444483.0,83602.0
3111039,벌말어린이공원,골목상권,송파구,오금동,212262.0,444754.0,63272.0
3111040,거여초등학교,골목상권,송파구,오금동,212430.0,444869.0,57097.0
3111041,거여역 8번,골목상권,송파구,거여1동,212496.0,443841.0,12895.0
3111042,거여역 1번(거여공원),골목상권,송파구,거여1동,212696.0,444196.0,146365.0
3111043,마천공원,골목상권,송파구,마천2동,212869.0,444598.0,67894.0
3111044,남천초등학교,골목상권,송파구,마천2동,213170.0,444431.0,129883.0
3111045,개미어린이공원,골목상권,송파구,거여2동,213176.0,443573.0,42008.0
3111046,마천역(마천초등학교),골목상권,송파구,마천1동,213476.0,444071.0,209850.0
3111047,마천1치안센터,골목상권,송파구,마천1동,213853.0,444135.0,131215.0
3111048,천호역 1번(천호문구완구거리),골목상권,강동구,천호2동,210722.0,449052.0,69265.0
3111049,천호지구대(천호동자전거거리),골목상권,강동구,천호2동,210912.0,449349.0,110424.0
3111050,강동구청(강동구청역 2번),골목상권,강동구,성내1동,211002.0,447924.0,19565.0
3111051,천호역 6번,골목상권,강동구,성내2동,210995.0,448365.0,159647.0
3111052,암사역 3번(천호동자전거거리),골목상권,강동구,천호2동,211055.0,449828.0,129295.0
3111053,성내천어린이공원(하니사랑길),골목상권,강동구,성내1동,211079.0,447418.0,139845.0
3111054,암사역 4번(삼성광나루아파트),골목상권,강동구,암사2동,211333.0,450498.0,15538.0
3111055,선사초등학교,골목상권,강동구,암사2동,211367.0,450633.0,11026.0
3111056,천호태영아파트,골목상권,강동구,천호3동,211384.0,448701.0,31985.0
3111057,천호공원(해공체육문화센터),골목상권,강동구,천호2동,211478.0,449321.0,116161.0
3111058,성내중학교,골목상권,강동구,성내1동,211510.0,447825.0,39694.0
3111059,강동역 4번(강풀만화거리),골목상권,강동구,성내2동,211519.0,448272.0,282300.0
3111060,암사역 2번(서울강동초등학교),골목상권,강동구,천호2동,211503.0,449728.0,219221.0
3111061,암사역 1번,골목상권,강동구,암사1동,211593.0,450267.0,175331.0
3111062,둔촌동역 3번(성내3동주민센터),골목상권,강동구,성내3동,211636.0,447220.0,106811.0
3111063,강동구립 천호도서관,골목상권,강동구,천호3동,211691.0,448962.0,150522.0
3111064,둔촌동역 4번,골목상권,강동구,성내3동,211697.0,447577.0,51128.0
3111065,천일초등학교,골목상권,강동구,천호3동,211843.0,449114.0,62233.0
3111066,암사동성당(효정하나플러스아파트),골목상권,강동구,암사1동,211877.0,449977.0,106562.0
3111067,강동구립성내도서관,골목상권,강동구,성내3동,211931.0,448063.0,203966.0
3111068,강동성심병원,골목상권,강동구,길동,211962.0,448499.0,19646.0
3111069,천호1동주민센터,골목상권,강동구,천호1동,212044.0,449449.0,110491.0
3111070,천호초등학교,골목상권,강동구,천호1동,212144.0,449775.0,59080.0
3111071,천동초등학교,골목상권,강동구,길동,212285.0,448978.0,35500.0
3111072,굽은다리역 1번(십자성마을),골목상권,강동구,천호1동,212306.0,449281.0,153254.0
3111073,둔촌동역 1번(한산중학교),골목상권,강동구,둔촌2동,212348.0,447971.0,179874.0
3111074,명일역 1번,골목상권,강동구,암사1동,212387.0,450205.0,49436.0
3111075,굽은다리역 2번,골목상권,강동구,천호1동,212465.0,449915.0,87782.0
3111076,둔촌2동주민센터,골목상권,강동구,둔촌2동,212654.0,448239.0,60068.0
3111077,길동주민센터(강동도서관),골목상권,강동구,길동,212662.0,448642.0,247203.0
3111078,굽은다리역 4번,골목상권,강동구,길동,212791.0,449269.0,207328.0
3111079,둔촌고등학교(둔촌중학교),골목상권,강동구,둔촌2동,212802.0,447928.0,66695.0
3111080,굽은다리역 3번,골목상권,강동구,명일1동,212907.0,449841.0,83549.0
3111081,둔촌푸르지오아파트,골목상권,강동구,둔촌2동,212915.0,448408.0,17651.0
3111082,중앙보훈병원,골목상권,강동구,둔촌2동,213045.0,448204.0,21834.0
3111083,GS강동자이아파트,골목상권,강동구,길동,213004.0,448764.0,81524.0
3111084,길동신동아아파트,골목상권,강동구,길동,213077.0,449188.0,20962.0
3111085,묘곡초등학교(고덕아이파크아파트),골목상권,강동구,고덕1동,213598.0,451279.0,144712.0
3111086,한영중고,골목상권,강동구,명일2동,213661.0,449837.0,75463.0
3111087,고덕중학교(고덕2동주민센터),골목상권,강동구,고덕2동,214375.0,451335.0,63497.0
3111088,고덕동성당,골목상권,강동구,고덕2동,215015.0,451172.0,71669.0
3111089,상일여고(상일초등학교),골목상권,강동구,상일동,215142.0,449858.0,126943.0
3111090,강일동주민센터,골목상권,강동구,강일동,215352.0,451742.0,29486.0
3120001,서대문역,발달상권,종로구,교남동,197004.0,451905.0,148292.0
